Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Monster Ambassador Team (MAT),$48K-$52K (Glassdoor est.),"Essential Job Functions: Ambassadors will have several Roles and Responsibilities including, but not limited to the following:
Actively generate trial of Monster Energy through guerrilla sampling
Approach consumers who ""need"" energy and generate trial
Distribute Monster gear as required to consumers to reinforce brand loyalty
Maintain the brand appearance and wear proper uniform
Ensure professionalism, exceptional communication, and proactive interactions with consumers
Requirements:
Must be able to stand for long periods of time
May be required to travel when necessary
Must be able to lift up to 40 lbs. when required
Must have a clean driving record
Must be 21 years of age or older
To be considered attach your resume. No photos please.*

SDL2017",-1,Monster Beverage 1990 Corporation,"Miami, FL",-1,-1,-1,-1,-1,-1,-1,-1
Cosmetics/Fragrances Beauty Ambassador (Multiple Brands) Sales Salary Plus,$48K-$52K (Glassdoor est.),"COMPANY OVERVIEW

For over a century, Neiman Marcus Group has served the unique needs of our discerning customers by staying true to the principles of our founders: to be the premier omni-channel retailer of luxury and fashion merchandise dedicated to providing superior service and a distinctive shopping experience in our stores and on our websites. Neiman Marcus Group is comprised of the Specialty Retail Stores division, which includes Neiman Marcus and Bergdorf Goodman, and our international brand, mytheresa.com. Our portfolio of brands offers the finest luxury and fashion apparel, accessories, jewelry, beauty, and home décor. The Company operates more than 43 Neiman Marcus full-line stores in the most affluent markets across the United States, including U.S. gateway cities that draw an international clientele. In addition, we operate 2 Bergdorf Goodman stores in landmark locations on Fifth Avenue in New York City. We also operate more than 24 Last Call by Neiman Marcus off-price stores that cater to a value oriented, yet fashion minded customer. Our upscale eCommerce and direct-to-consumer division includes NeimanMarcus.com, BergdorfGoodman.com Horchow.com, and LastCall.com. Every day each of our 15,000 NMG associates work towards the goal of enabling our customers to shop any of our brands ""anytime, anywhere, and on any device."" Whether the merchandise we sell, the customer service we offer, or our investments in technology, everything we do is to enhance the customer experience across all channels and brands.

Purpose
To acquire, cultivate and maintain relationships with our clients through deep product knowledge, personal engagement and luxury service.

Enhance the client experience
Greets and welcomes clients throughout all areas of the store
Connects with clients in a friendly and meaningful way
Provides clients advice and knowledge that they may not have realized they needed
Makes every client interaction a personal and seamless experience
Exhibits behaviors that support client satisfaction goal (KPI)
Boost sales through omni channel and out of home base selling
Educates self and client on merchandise, events, promotions, policy and services
Demonstrates expert styling and brand knowledge
Recommends merchandise based on expert product knowledge and client preferences, regardless of department or channel
Graciously takes returns and offers options based on client’s needs
Takes an omnitude approach to identify and recommend merchandise across all channels
Utilizes selling tools and store technology to sell across all channels effectively
Promotes benefits of the InCircle program and opens new accounts
Achieves personal sales and out of home base selling goals (KPI)
Cultivate and grow client base
Cultivates the client relationship through personalized connection
Acquires and builds client base primarily through forming relationships with new clients and retaining/building spend of existing clients
Ability to strategize own business and be self‐motivated; takes initiative to increase individual productivity through out of home base selling and strong client relationships
Utilizes digital tools and social media to connect with clients, serve their needs, and follow up as necessary
Proactively utilizes mobile devices and selling technology to communicate with clients and expand the business

Champion operational excellence
Assists in operational tasks (actively maintains selling floor, fills in stock, cleans fitting rooms, returns merchandise to other departments)
Ensures audit compliance
Contribute to team success
Partners with others to provide the best client experience
Actively creates a positive work environment through teamwork and collaboration
Maintains positive working relationships throughout the company",3.3,"Neiman Marcus
3.3","Miami, FL","Dallas, TX",10000+ employees,1907,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),"Nordstrom, Saks Fifth Avenue, Bloomingdale's"
Brand Ambassador - Aeropostale Northpark,$48K-$52K (Glassdoor est.),"Role of the Brand Ambassador

We call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.

OurMission: A store where customers love to shop and employees want to work!

Who you are:
Outgoing and excited to meet new people
Positive, charismatic and engaging
Obsessed with fashion and trends
Fantastic sense of style
Thoughtful with a desire to make others feel good about themselves and their individual style
What you'll do:
Engage, educate and befriend customers to make an amazing shopping experience
Achieve and exceed sales goals by utilizing our selling strategy
Show understanding of customer's personal style when offering fashion advice
Inspire customers with your knowledge of fashion and trends and help them build perfect outfits
Assist with daily opening and closing tasks to maintain a clean, neat and today store
Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed
Remain positive and professional and work together with the team to make a great environment for our customers and each other
Be a role model for our values of respect, integrity, teamwork, compassion and accountability
What you'll need:
Outgoing personality
Love of fashion
Ability to work in a fast-paced environment and multi-task
Flexible availability to meet the needs of the business (including evenings and weekends)
Commitment to arrive for scheduled shifts on time and maintain consistent attendance
Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)
Where you come from:
You are at least 16 years of age
Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manager
SPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (“Protected Characteristics”).",3.5,"Aéropostale
3.5","Ridgeland, MS","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador | Event Promotions and Marketing,$48K-$52K (Glassdoor est.),"Job Description
ARE YOU LOOKING FOR AN EXCITING CAREER?

ARE YOU READY TO JOIN AN ESTABLISHED MARKETING FIRM REPRESENTING FORTUNE 500 CLIENTELE?

Pulse Marketing Group currently has openings in entry level marketing, advertising, public relations, customer service and event promotions. With our continued growth, we are currently looking for new, energetic and motivated individuals that are looking to start or advance their career.

Pulse Marketing Group is a marketing company and our goal is to provide event based and promotional marketing services for a wide range of clients including the leading Energy Suppliers in the world. We create a synergy between our various clients and retailers that give both the opportunity to touch different people that they may not normally reach.

NO EXPERIENCE NECESSARY! FULL TRAINING IS PROVIDED!

We are EXPANDING at a rapid rate! We are currently hiring multiple positions and need to fill them ASAP!

Our clientele contains some high profile names in the satellite and television industry, which means we are looking for the right individuals to work for us to professionally represent these names.

Qualifications:
Experience working in marketing or advertising
Ability to multi-task effectively in a fast-paced environment
Excellent problem-solving skills
Strong communication and organizational skills
Individuals must be hardworking, motivated, and willing to learn
Must have excellent communication skills, be goal-oriented and ambitious
Willing to be trained in sales, customer service, campaign management, test market development, and public relations
If you’re ready for a challenging career, RAPID ADVANCEMENT, and a team-oriented environment, WE WANT TO HEAR FROM YOU! POSITIONS ARE LIMITED.
Management will review all resumes and contact those they feel are most qualified.

This firm does not participate in door to door / telemarketing / call center / business to business
Company Description
With aggressive growth, expansion plans, and ambitious goals, Pulse Marketing Group leads the south in strategic thinking and execution. We're looking for dedicated talent to join our motivated team. Comprised of problem solvers and strategic thinkers; we work united in the direction of common goals. At Pulse Marketing Group commitment to teamwork helps us to accomplish every goal set. If you're interested in joining an all-star team, please submit your resume. We are conducting interviews this week, so you will be contacted soon if you qualify. Local candidates only as we are looking to fill this position as quickly as possible. We require in-person Interviews.",4.0,"Pulse Marketing Group
4.0","Glen Burnie, MD","Annapolis, MD",1 to 50 employees,2019,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1
Beer Ambassador,$48K-$52K (Glassdoor est.),"Beer Ambassadors work as brand representatives at various events and retailers where Golden Road beer is served or promoted- such as beer and wine festivals, charity fundraisers, and Costco stores. The Ambassador will be responsible for setting up equipment, table display, pouring beer, and educating consumers on our beers and brand identity. We also have Beer Ambassadors who will give tours of our Brewery facility in Los Angeles.
Responsibilities include:
Engage and educate consumers on brewing process, craft beer culture and Golden Road Brands
Pour beer tastings and/or facilitate dry demonstrations
Execute and set up Golden Road's presence at off-site events and retailers
Secure and transport equipment, beer, and promotional materials to and from event sites
Set up, break down, and clean pouring stations
Maintain all event equipment including but not limited to Jockey Box
Qualifications and Experience:
Must be at least 21 years old
Prior knowledge of draft operations
Cicerone Beer Server certification, preferred
Basic sales skills
Must be enthusiastic, engaging, beer savvy, and organized
Must be able to work Thursday through Sunday
Must have a clean driving record, valid driver license, and reliable transportation
Physical Demands: Regularly required to stand for long periods of time. Must be able to lift up to 30 pounds independently and up to 50 pounds with assistance.",3.8,"GOLDEN ROAD BREWING
3.8","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1
Brand Ambassador,$48K-$52K (Glassdoor est.),"Napleton Automotive Group owns and operates 55+ retail automotive dealerships in eight states. Our group employs 3,500 people nationwide and has rental car facilities, body shops, and a large real estate portfolio as well. Napleton ranked as 20 out of top 150 automotive groups in the U.S. for 2018 based on new car volume.

If you're looking for an opportunity to join the automotive industry as a valued team member, your search is complete. We pride ourselves on providing careers to our employees, not just jobs. We're looking for high energy employees that want to take care of customers with a warm welcome smile.

What We Offer
Medical and Vision
401K Plan
Paid time off and vacation
Growth opportunities
Dental, Life, Short Term, Long Term, and Accidental death and dismemberment insurance
Paid Training
Employee vehicle purchase plans
Family owned and operated
Long term job security
Flexible Work Schedule
Discounts on products and services
Responsibilities
Assist the customers through a thorough buying process supported by established selling steps, policies and procedures.
Develop and relay a high level of product knowledge around vehicle features.
Demonstrate operation of vehicle in showroom and via test drive.
Provide new vehicle to customer through established delivery process, ensuring that the customer understands the vehicle's operating features, warranty and paperwork.
Maintain an owner follow-up system that encourages repeat and referral business and contributes to customer satisfaction, loyalty and long term clientele.
Develop a prospecting system, making calls and sending emails to potential customers to set appointments.
Close Deals!
Qualifications

We take care of our people with industry leading benefits which allows us - and you - to continue being amazing!
Minimum high school diploma or GED equivalent required.
2 sales and customer service experience preferred, but not required.
Automotive sales background preferred.
Knowledge of new vehicle technologies and mechanical operations.
Excellent customer service, organizational and negotiation skills.
Self-motivated, goal-oriented and enthusiastic presence in a team environment.
Strong written and communication skills.
Valid driver's license required and clean driving record.",1.0,"Ed Napleton Automotive Group
1.0","Lansing, IL","Oakbrook Terrace, IL",1001 to 5000 employees,-1,Franchise,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,-1
Regional Marketing Coordinator - Brand Ambassador,$48K-$52K (Glassdoor est.),"KJM Staffing Solutions has a great opportunity for a Regional Marketing Coordinator with our highly prestigious AM law firm. This is a great growth opportunity for someone who thrives in a client facing and events heavy role and wants to have a seat at the table with a great team.

The successful candidate will have a Bachelor's degree and at least 2-years of business development and marketing experience in the Bay area. Law firm experience is preferred but client side or other professional services experienced candidates are encouraged to apply.

The regional marketers (RMs) are those on the front lines of the Marketing Department and act as the go-to person for all marketing efforts driven by their assigned offices or regions. RMs projects are primarily driven by the Office Managing Partner(s) (OMP) in their office, and in relation to firm-wide branding campaigns executed locally. In addition, RMs provide support for industry/practice development efforts within their region, in collaboration with Business Development (BD).


Essential Functions

Office Managing Partner (OMP) relationship and local day-to-day marketing activity:
Work directly with the OMP in monitoring competitive developments within the region and recommend marketing responses
Work with OMP and the office administrative team to develop and implement the office strategic plan
Assist OMP in driving business to the region by executing office initiatives, leveraging broader firm-wide client development, and profile-raising efforts
Implement firm-wide branding campaigns at the local/regional level as assigned
Assist the OMP with regional marketing budget matters. This includes consultation on budget development (defining priority programs for funding); monitoring actual expenditures versus budget; evaluating expenses; (re)classifying expenses; maintaining budget files; contacting Accounts Payable with questions or to request investigation; verifying expenses and invoices; and preparing check requests
Drive internal communications for the office and reporting of marketing/BD successes
Gather financial information through various financial report links specific to objectives of requests and synthesize that information into usable presentation formats
Act as local support for firm-wide initiatives, such as Alumni, Diversity & Inclusion/ Womens Initiative, Pro Bono
Stay abreast of PR activity & initiatives relating to assigned region and connect lawyers with PR team members as matters/projects arise
Participate in the new attorney onboarding process
Oversee external local/regional marketing vendor relationships
Manage community support and office-supported practice development sponsorships at the local level, including coordinating ads, branding, attendance at events and evaluating ROI
Work with in-house Graphics Team to prepare appropriate community support advertisements, invitations, and other collateral designs
Track attorney board memberships, leadership activity & professional affiliations
Collaboration with Business Development (BD) on Practice and Industry- Driven Projects
Organize & execute marketing & BD training for lawyers locally as needed/requested and educate lawyers and secretaries in assigned region regarding new processes
Lateral recruitment assist with local elements of the onboarding plan with appropriate PR/Communications and BD team
Work with BD to gather information on and assess membership opportunities in regional business and/or trade organizations and boards
Collaborate with BD on region-specific marketing collateral as needed
Events
Lead all regional profile-raising & cross-practice events, including community support galas/dinners, office anniversary/milestone events, internal Senior Management/Executive Committee meetings and regional MCLE Days (multiple- practice) according to established best practices, including: site selection, mailing list development and circulation of same, tracking RSVPs, catering management, logistics for guest reception, on-site management, and follow-up with targets, etc.
In collaboration with practice group events/seminars, assist BD members with on-site logistics and execution. This would include event registration, conference room reservations, and liaising with guest reception and hospitality.
Requirements
Bachelor's Degree is required.
2+ years of experience in Legal Marketing or professional services experience.
Strong computer skills including advanced knowledge of Microsoft Word, Excel, and PowerPoint.
Ability to work with little supervision.
Excellent communication skills, both written and verbal.
Must have high degree of poise and professionalism when interacting with internal and external contacts.
Ability to prioritize workload and solve problems quickly.
Must be able to assist individuals of various levels with needs and problems and react to difficult situations appropriately",-1,KJM Staffing Solutions LLC,"San Francisco, CA","Lewes, DE",1 to 50 employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
"(MIAMI LAKES, FL) - Driver / Brand Ambassador",$48K-$52K (Glassdoor est.),"We're looking for great people to join our team! If asked to describe yourself and “fun,” ""outgoing,"" and ""self-dependent"" come to mind, chances are you'll be a great fit for our team. Interested? APPLY NOW!!

FREEBEE COMPANY OVERVIEW:

Freebee is changing the way people move around, by providing FREE, electric, on-demand, door-to-door transportation in several high-density areas of South Florida. That's right! FREE RIDES in 100% battery-powered vehicles, made possible through customized mobile advertising campaigns and municipal transportation contacts... and we are pollinating the masses with our many services in a progressive and sustainable way!

At Freebee, we know how to live it up! Our drivers are fun, energetic, and knowledgeable about the cities we call home, and can't wait to spread the word about what's going on around town, and all the great products and businesses we are currently promoting. Join one of South Florida's fastest growing companies and sign up to become part of our team of creative, driven, and passionate professionals who live and breathe the FREE LIFE!

JOB TITLE:

DRIVER / BRAND AMBASSADOR (MIAMI LAKES, FL)

POSITION OVERVIEW:

The Freebee Driver / Brand Ambassador position is one of the most important positions in our company. You are the face of the organization, and the one interacting most with the general public, educating them on our services and everything we have to offer. Shaking hands, kissing babies, and spreading goodwill to all.

We are seeking sharp, personable, highly-organized brand ambassadors to provide safe, reliable transportation to the general public, as well as provide them with valuable information about the latest and greatest happenings around town. The experience you provide for your guests will generate future opportunities for yourself, for our clients, and for the Freebee brand.

As part of the South Florida team, your role will be instrumental in spreading the word about our innovative free, on-demand transportation service, which will allow us to grow our fleet and take on new opportunities throughout South Florida and beyond. This is an opportunity to be a key player on an awesome team, as we continue to expand and enhance the reputation of the Freebee service as a whole.

WHAT YOU'LL DO:

- Provide safe, professional, and efficient transportation via open-air, electric marketing vehicles

- Interact with and provide great customer service to all passengers

- Create a fun environment and represent the company in a positive way

- Promote brands, distribute marketing material / branded collateral / product samples

- Document marketing experiences by taking photos

WHAT YOU NEED TO KNOW/HAVE:

- CLEAN DRIVING RECORD (will be reviewed prior to hire)

- Valid Florida drivers license

- Energetic, outgoing personality

- Well-groomed appearance

- Effective time management / punctuality

- Communication skills (verbal & written)

- Must own a smart phone

- Knowledge of how to get around one or more of our service areas (see below for specific service areas)

- Bilingual is a PLUS! +

EXAMPLE BACKGROUNDS:

- Hospitality

- Customer Service

- Communications

- Brand Activation / Events

- Marketing

PERKS:

- Health insurance Benefits Provided!

- Have Fun & Work Outside!

- Meet New People!

- Career Advancement Opportunities Available!

- The rare opportunity to change the world such that everyone around you is using the product that you promote. We’re not just another service; we’re moving real people, reinventing marketing, and providing a reliable, eco-friendly alternative to transportation!

AVAILABILITY:

- Flexible Hours!

- Miami Lakes, FL operating hours:

[Monday-Friday: 6am-6:30pm; Sunday: 10am-2pm]

- Freebee operates seven (7) days a week, operating between the hours of 6:00am - 2:00am

- Now hiring full-time & part-time employees in over fifteen (15) different service areas

SERVICE AREAS:

- Miami Lakes, FL

- Hallandale Beach, FL

- Fort Lauderdale, FL

- North Bay Village, FL

- Mid-Beach, FL

- Doral, FL

- Delray Beach, FL

- Key Biscayne, FL

- Miami, FL: [Wynwood, Downtown, Design District, Midtown, Edgewater, Brickell]

- South Beach, FL

- Coral Gables, FL

- Coconut Grove, FL

- Pinecrest, FL

- Palmetto Bay, FL

- Islamorada, FL",3.3,"Freebee
3.3","Miami Lakes, FL","Miami, FL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Brand Ambassador/Merchandising,$48K-$52K (Glassdoor est.),"Brand Ambassador
THE ROLE
Pre has an immediate opening for an exceptional individual to work directly with our Sales and Marketing team. This role will contribute to growth of the brand through experiential marketing programs, customer retention, same store sales growth, and flawless execution of new retailer launches.
Prior experience in the natural and organic food industry is a plus but not required. This is an opportunity for a meticulously organized, enthusiastic, analytical, and self-motivated individual to assume a position at a rapidly growing, innovative Better For You food brand.
AREAS OF RESPONSIBILITY
Field Marketing
Visit retailers and set shelf for product
Place and adjust trays and Point of Service marketing materials
Stock/restock and rotate product
Interact with department managers and staff
QUALIFICATIONS
Requirements:
3-5 years of relevant related experience in marketing, sales, demonstrations, customer service, merchandising
A flexible schedule and ability to work efficiently with minimal supervision and full accountability (some weekends required)
Familiar with and active in the local food/ wellness community
Comfortable speaking to customers in a retail environment
Intermediate cooking skills (able to cook with and without a recipe) and strong demonstrated food knowledge
The ideal candidate:
Organized with a positive attitude and upbeat energy
Excellent verbal, written, and interpersonal skills
Proficient in Microsoft Office applications and Smart Phone use
Reliable and highly self-motivated with a creative flair
Regular access to a reliable vehicle and valid driver’s license
Job Types: Part-time, Contract
Salary: $20.00 to $25.00 /hour
Experience:
Brand Ambassador: 3 years (Required)
License:
Driver's License (Required)
Food Safety (Preferred)
Work authorization:
United States (Required)
Working Days:
Saturday (Required)
Sunday (Required)
Contract Length:
3 - 4 months
Varies
Contract Renewal:
Likely
Work Location:
Multiple locations
Fully Remote
Benefits:
Flexible schedule
Hours per week:
20-29
30-39
Typical start time:
8AM
Typical end time:
4PM
Schedule:
Weekends required
Company's website:
www.eatpre.com",-1,Pre-Brands,"Minneapolis, MN","Chicago, IL",51 to 200 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),-1
Brand Ambassador/Event Specialist,$48K-$52K (Glassdoor est.),"Looking for part-time, weekend or supplemental income work?

If so...you might be a fit for our phenomenal Brand Ambassador team! Window Expo & Bath Expo of DFW is looking for outgoing individuals to work our booth at Home Shows, Fairs, Trade Shows and other live events in the DFW metroplex. At these events, you are the face of our company as potential customers pass by our mobile showrooms, so need to be high-energy, professional, articulate, dependent, and hospitable!! You will identify the potential customers needs, stimulate interest in our products and schedule in-home consultations by our Window Expo and Bath Expo Sales Professionals.

As an Independent Brand Ambassador, you must be:
Be well spoken, confident, and comfortable working with a variety of customers
Deliver scripted speech and presentations about our Window Expo and Bath Expo
Highly energetic and enthusiastic
Able to be independent and manage yourself
Able to stand and demonstrate for worked shifts
Willing and able to work evenings and weekends (majority Thursday - Sunday events)
Salary
Hourly wage $15 per hour plus unlimited incentives for each lead & set appointment!",4.0,"Window Expo & Bath Expo
4.0","Carrollton, TX","Carrollton, TX",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1
Brand Ambassador Marketing,$48K-$52K (Glassdoor est.),"Job Description
Retail Sales : Full-Time and Part Time Positions Available

An opportunity to define how much you can earn; this amazing hourly and commissioned sales opportunity allows you reach your true potential while helping others.

Are you looking for a position where you can truly make a difference in someone's quality of life and make great money doing so? Then this is the position for you! With great hours, a fun environment, and the ability to help people, why not apply now? The benefits are your success is your success with huge opportunity of growth.

Compensation:

$15 to $17 (DOE) Hourly + Sales Commissions + Benefits

With the potential of earning even higher amounts if targets are achieved, there is no limit to your ability of earning here.

Benefits:

Medical , Dental , Vision

We are hiring immediately for Full-Time and Part-Time Sales Consultants with commission sales experience for our BRAND NEW Initiative with the Skokie DSW Store - 5201 W. War Memorial Drive, Peoria, IL 61615 (Inside DSW)

Good Feet Express works with The Goodfeet Store, America’s #1 Arch Support Company, we are searching for energetic, results oriented Sales Consultants to join our team. We offer opportunities for advancement and professional growth.

Please visit www.goodfeet.com to understand our product and system

What We Offer:
Immediate Employment and training
Tremendous compensation and benefits
Pre-qualified leads and customers
Professional and fun work environment
Requirements:
Commission based retail sales experience- Required 1 years minimum
Be open to talk and drive your business forwards
Ability to work weekends: Friday, Saturday, and Sunday
Great communication and interpersonal skills
Competitive and self-motivated
Positive, approachable, and empathetic
Willing to work solo or in a team setting
Open to learning new things
Physical activity is required for this position.

Physical need to bend, twist, squat, occasionally climb up and down ladders, lift up to 25 lbs., and perform our weight bearing pressure tests on our customers.

Visit us at www.goodfeet.com

IMPORTANT:

Please Note: Due to the high volume of interest, not all candidates will receive a response; If you do not receive a response it is because we have chosen not to interview you at this time.

Thank you, in advance for your understanding.
Company Description
Americas number one Arch Supports now available inside DSW Shoe Stores. Great Friendly Company and Working Atmosphere.",3.2,"Good Feet
3.2","Peoria, IL","Carlsbad, CA",1 to 50 employees,-1,Franchise,"Department, Clothing, & Shoe Stores",Retail,$1 to $5 million (USD),-1
Sales & Brand Ambassador,$48K-$52K (Glassdoor est.),"Job Description
zTrip is currently seeking a talented, self-motivated, and highly organized Sales and Brand Ambassador to help drive brand awareness in the West Palm Beach market. zTrip is the largest taxi operation in the United States. We are growing fast and have a fun atmosphere. We like to promote from within and are looking for the ideal candidate that is not afraid to tackle any issues it sees within the organization to better the operation. The ideal candidate will have to be able to enthusiastically talk to qualified consumers and driver partners about the differences and benefits of our brand, selling our services, and signing up new customers using the latest technology. This position is responsible for increasing the customer base by maintaining relationships with existing customers and by developing new relationships with small business owners, restaurants, hotels, hospitals, schools and other institutions. The Sales Manager will help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative. You will be responsible for maximizing our sales team potential, crafting sales plans and justifying those to plans to the upper management.

Responsibilities
Achieve growth and hit sales targets
Design and implement a strategic business plan that expands the company’s customer base and ensure a strong presence
Identify and onboard new accounts to increase ridership and brand awareness
Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs
Present sales, revenue and expenses reports and realistic forecasts to the management team
Identify emerging markets and market shifts while being fully aware of new products and competition status
Skills
Successful previous experience as a sales representative or sales manager, consistently meeting or exceeding targets
Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization
Proven ability to drive the sales process from plan to close
Strong business sense and industry expertise
Excellent mentoring, coaching and people management skills
Requirements
Proven success in a similar role and environment.
Empathy towards your customers and colleagues.
Pride and attention to detail.
Polished personal presentation with Warm, confident and hospitable personality.",-1,ZTRIP PALM BEACH,"West Palm Beach, FL",-1,-1,-1,-1,-1,-1,-1,-1
Sales/Brand Ambassador,$48K-$52K (Glassdoor est.),"Job Description
The Brand Ambassador/Sales Rep plays a key role in representing the COHA brands positively at licensed retail locations, at cannabis events and within the industry. Brand Ambassadors/Sales Reps play a key role in representing our brands positively and building relationships with budtenders and consumers, providing education on our products, the company mission, brand story and building awareness of the COHA house of brands.

This is an exciting growth opportunity to build upon your cannabis industry knowledge, professional sales and/or customer service experience. You'll be responsible for ensuring great account/customer service by being prepared, organized, educated on our products and the industry. This role includes running patient appreciation days (PADs) in partner dispensaries.

Responsibilities and Duties:

● Create an environment that educates consumers, builds relationships, and achieve sales targets

● Acts as the “face of the brand” within a set territory, representing the brand and company in a positive and professional manager at retail, events, social media and within the cannabis industry.

● Bring the COHA and brands vision, culture, and values to life in every interaction by sharing deep expertise and enthusiasm for our line of products

● Maintain merchandising presentation and ensure displays and demo products are available, stocked, and to standard. Will transport all promotional material to and from pop-up events.

● Follow all policies, processes, and relevant government regulations

● Serve as an ambassador for the COHA brands by engaging with customers through 1:1 interactions and encourage them to return to try different products that meet their needs

● Maintain a high level of product and brand knowledge to be clearly communicated to consumers.

● Relay inventory issues to management

● Activate retail accounts within a set territory, including staff trainings, incentive and sales promotions, events, and product displays.

● Consistently and accurately supply weekly territory reports on events, account displays, training's, changes at dispensaries, etc.

● Must maintain a clean, polished, and professional demeanor at all times.

● Attend weekly conference calls and/or annual Conferences

● Other duties, responsibilities and activities may change or be assigned at any time with or without notice

Requirements

● Must be 21+ years of age

● Must have a valid California driver’s license and a reliable means of transportation with proof of insurance and a clean driving record

● Bachelor’s Degree (preferred)

● Familiarity of their local market - both from a navigational and social/networking standpoint

● Must follow and comply with established procedures, including health, safety and sanitation standards

● Willing and able to work flexible schedule, including nights, weekends and some holidays

● Minimum 1 year of cannabis industry, retail and/or hospitality experience required

● Ability to travel up to 100%

● Must be reliable, responsible, high energy, outgoing

● Must be able to lift 30 lbs

Job Type: Part-time

Salary: $20-$25 an hour (depends on experience) plus commission structure

Language:

● English (Required)

Work Location:

● Multiple locations

● On the road

Benefits:

● Flexible schedule

Additional Compensation: bonus, gas and/or mileage required by law

Diversity Statement:

COHA provides equal employment opportunities to all team members and applicants for employment without regard to race, color, ancestry, national origin, sex (which includes pregnancy, childbirth, breastfeeding, and related conditions), gender, sexual orientation, marital status, religion (which includes religious dress and grooming practices), age, disability, gender identity, gender expression, results of genetic testing, or service in the military.",-1,Circle of Hope Alliance,"Long Beach, CA",-1,-1,-1,-1,-1,-1,-1,-1
Sales & Brand Ambassador,$48K-$52K (Glassdoor est.),"Job Description
zTrip is currently seeking a talented, self-motivated, and highly organized Sales and Marketing Manager to help drive brand awareness in the West Palm Beach market. zTrip is the largest taxi operation in the United States. We are growing fast and have a fun atmosphere. We like to promote from within and are looking for the ideal candidate that is not afraid to tackle any issues it sees within the organization to better the operation. The ideal candidate will have to be able to enthusiastically talk to qualified consumers and driver partners about the differences and benefits of our brand, selling our services, and signing up new customers using the latest technology. This position is responsible for increasing the customer base by maintaining relationships with existing customers and by developing new relationships with small business owners, restaurants, hotels, hospitals, schools and other institutions. The Sales Manager will help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative. You will be responsible for maximizing our sales team potential, crafting sales plans and justifying those to plans to the upper management.

Responsibilities
Achieve growth and hit sales targets
Design and implement a strategic business plan that expands the company’s customer base and ensure a strong presence
Identify and onboard new accounts to increase ridership and brand awareness
Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs
Present sales, revenue and expenses reports and realistic forecasts to the management team
Identify emerging markets and market shifts while being fully aware of new products and competition status
Skills
Successful previous experience as a sales representative or sales manager, consistently meeting or exceeding targets
Prepare RFP and bid quotes
Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization
Proven ability to drive the sales process from plan to close
Strong business sense and industry expertise
Excellent mentoring, coaching and people management skills
Requirements
Proven success in a similar role and environment.
Empathy towards your customers and colleagues.
Pride and attention to detail.
Polished personal presentation with Warm, confident and hospitable personality.",-1,Z TRIP,"Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1
